Word,Category,Hint
Java,Where,Island in Indonesia
Komodo Island,Where,Island in Indonesia known for dragons
Palawan,Where,Island province in the Philippines
Cebu,Where,Island province in the Philippines
Guam,Where,US island territory in Micronesia
Vanuatu,Where,Island country in the South Pacific
Papua New Guinea,Where,Country in Oceania
Taiwan,Where,Island country in East Asia
Sri Lanka,Where,Island country in South Asia
Goa,Where,State in India
Kerala,Where,State in India
Rajasthan,Where,State in India
Punjab,Where,Region straddling the border between India and Pakistan
Siberia,Where,Extensive geographical region in Asia
Patagonia,Where,Region at the southern end of South America
Barbados,Where,Island country in the Lesser Antilles
Trinidad and Tobago,Where,Dual-island Caribbean nation
Aruba,Where,Dutch Caribbean island
Curacao,Where,Dutch Caribbean island
Saint Martin,Where,Island in the northeast Caribbean
St. Lucia,Where,Island country in the West Indies
St. Kitts and Nevis,Where,Dual-island nation in the West Indies
Scandinavia,Where,Subregion in Northern Europe
The Nordic Countries,Where,Geographical and cultural region in Northern Europe
The Nile Delta,Where,Delta formed in Northern Egypt
The Mississippi Delta,Where,Region in the southern United States
The Midwest,Where,Region of the United States
New England,Where,Region of the United States
The Everglades,Where,Natural region of tropical wetlands in Florida
The Florida Keys,Where,Archipelago off the southern coast of Florida
The Outer Banks,Where,Barrier islands off the coast of North Carolina
Cape Cod,Where,Geographic cape at the southeastern corner of Massachusetts
Martha's Vineyard,Where,Island south of Cape Cod in Massachusetts
Nantucket,Where,Island off Cape Cod in Massachusetts
Long Island,Where,Island in southeastern New York
The Jersey Shore,Where,Coastal region of the state of New Jersey
The Hamptons,Where,"Group of hamlets and villages in Long Island, New York"
Beverly Hills,Where,"City in Los Angeles County, California"
Malibu,Where,"Beach city in Los Angeles County, California"
Palo Alto,Where,City in Silicon Valley
Greenwich Village,Where,Neighborhood on the west side of Manhattan
SoHo,Where,Neighborhood in Lower Manhattan
Harlem,Where,Neighborhood in Upper Manhattan
The Bronx,Where,Borough of New York City
Brooklyn,Where,Borough of New York City
Queens,Where,Borough of New York City
Staten Island,Where,Borough of New York City
Manhattan,Where,Borough of New York City
Chicago Loop,Where,Central business district of Chicago
French Quarter,Where,Oldest neighborhood in the city of New Orleans
Bourbon Street,Where,Street in the heart of the French Quarter
Wrigley Field,Where,Baseball park in Chicago
Fenway Park,Where,Baseball park in Boston
Yankee Stadium,Where,Baseball park in the Bronx
Madison Square Garden,Where,Multi-purpose indoor arena in New York City
The Hollywood Bowl,Where,Amphitheater in the Hollywood Hills
Plymouth Rock,Where,Traditional site of disembarkation of the Mayflower Pilgrims
Ellis Island,Where,Immigration station in New York Harbor
Angel Island,Where,Immigration station in San Francisco Bay
Robben Island,Where,Island where Nelson Mandela was imprisoned
Lord Howe Island,Where,Volcanic island in the Tasman Sea
The Whitsundays,Where,74 islands off the coast of Queensland
Magnetic Island,Where,"Island off the coast of Townsville, Queensland"
Moreton Island,Where,Island on the eastern side of Moreton Bay
Stradbroke Island,Where,Island that forms the eastern side of Moreton Bay
K'gari,Where,Formerly Fraser Island
Phillip Island,Where,"Island south of Melbourne, Victoria"
Kangaroo Island,Where,Island off the mainland of South Australia
Bruny Island,Where,Island off the south-eastern coast of Tasmania
The Blue Mountains,Where,Mountainous region in New South Wales
The Grampians,Where,National Park in Victoria
Kings Canyon,Where,Canyon in the Northern Territory
Katherine Gorge,Where,Gorge system in the Northern Territory
The Yarra River,Where,River in Victoria flowing through Melbourne
The Brisbane River,Where,River that flows through the city of Brisbane
The Swan River,Where,River in Western Australia flowing through Perth
The Derwent River,Where,River in Tasmania flowing through Hobart
The Torrens River,Where,River in Adelaide
Sydney Harbour,Where,Natural harbour of Sydney
Port Phillip Bay,Where,Large bay in southern Victoria
Moreton Bay,Where,Bay located on the eastern coast of Australia
Jervis Bay,Where,Bay and village on the south coast of New South Wales
Shark Bay,Where,World Heritage Site in Western Australia
Great Australian Bight,Where,Large oceanic bight off the central and western portions of the southern coastline of mainland Australia
Bass Strait,Where,Sea strait separating Tasmania from the Australian mainland
Cook Strait,Where,Strait that separates the North and South Islands of New Zealand
The Ring of Fire,Where,Region around much of the rim of the Pacific Ocean where many volcanic eruptions and earthquakes occur
San Andreas Fault,Where,Continental transform fault that extends through California
Tatooine,Where,Fictional desert planet in Star Wars
The North Pole,Where,The northernmost point on Earth
The Equator,Where,An imaginary line around the middle of the Earth
The Tropic of Cancer,Where,The most northerly circle of latitude on Earth at which the Sun can be directly overhead
The Tropic of Capricorn,Where,The southernmost latitude where the Sun can be seen directly overhead
The Gold Coast,Where,Coastal city in Queensland
The Sunshine Coast,Where,Coastal region in Queensland
The Central Coast,Where,Region in New South Wales
The Northern Beaches,Where,Region of Sydney
The Mornington Peninsula,Where,Peninsula located south-east of Melbourne
The Bellarine Peninsula,Where,Peninsula located south-west of Melbourne
The Tasman Peninsula,Where,Peninsula in Tasmania
Whistler,Where,"Resort town in British Columbia, Canada"
St. Anton,Where,Village and ski resort in the Austrian Alps
Courchevel,Where,French Alps ski resort
Val d'Isere,Where,Ski resort in the French Alps
Jackson Hole,Where,Valley in Wyoming
Park City,Where,City in Utah
Lake Tahoe,Where,Large freshwater lake in the Sierra Nevada Mountains
Sun Valley,Where,Resort city in Idaho
Banff,Where,"Resort town in Alberta, Canada"
Mont Tremblant,Where,"City in the Laurentian mountains of Quebec, Canada"
Cortina d'Ampezzo,Where,Ski resort in northern Italy
Jericho,Where,"City in the Palestinian Territories, located in the Jordan Valley"
Giza Necropolis,Where,"Site on the Giza Plateau in Greater Cairo, Egypt that includes the Great Pyramid of Giza"
Colossi of Memnon,Where,Two massive stone statues of the Pharaoh Amenhotep III
Parthenon,Where,"Former temple on the Athenian Acropolis, Greece, dedicated to the goddess Athena"
Temple of Olympian Zeus,Where,"Athens,Former colossal temple at the center of the Greek capital Athens"
Ancient Agora of Athens,Where,"Best-known example of an ancient Greek agora, located to the northwest of the Acropolis"
Roman Forum,Where,Rectangular forum (plaza) surrounded by the ruins of several important ancient government buildings at the center of the city of Rome
Capitoline Hill,Where,One of the Seven Hills of Rome
Grand Bazaar,Where,"Istanbul,One of the largest and oldest covered markets in the world"
Spice Bazaar,Where,"Istanbul,One of the largest bazaars in the city of Istanbul"
Alhambra,Where,"Palace and fortress complex located in Granada, Andalusia, Spain"
Alcazar of Seville,Where,"Royal palace in Seville, Spain, originally developed by Moorish Muslim kings"
Gothic Quarter,Where,"Barcelona,Centre of the old city of Barcelona"
Montjuic,Where,"Hill in Barcelona, Catalonia, Spain"
Royal Palace of Madrid,Where,"Official residence of the Spanish royal family at the city of Madrid, although now only used for state ceremonies"
Prado Museum,Where,"Main Spanish national art museum, located in central Madrid"
Reina Sofia Museum,Where,Spain's national museum of 20th-century art
Thyssen-Bornemisza Museum,Where,"Art museum in Madrid, Spain, located near the Prado Museum"
Guggenheim Museum Bilbao,Where,"Museum of modern and contemporary art designed by Canadian-American architect Frank Gehry, and located in Bilbao, Basque Country, Spain"
City of Arts and Sciences,Where,"Cultural and architectural complex in the city of Valencia, Spain"
Torre Agbar,Where,"38-story skyscraper/tower located in the Poblenou neighborhood of Barcelona, Catalonia, Spain"
Puente Nuevo,Where,"Bridge in Ronda, Spain"
Uffizi Gallery,Where,"Prominent art museum located adjacent to the Piazza della Signoria in the Historic Centre of Florence in the region of Tuscany, Italy"
Florence Cathedral,Where,"Cathedral of Florence, Italy"
Palazzo Vecchio,Where,"Town hall of Florence, Italy"
Piazza della Signoria,Where,"L-shaped square in front of the Palazzo Vecchio in Florence, Italy"
Leaning Tower of Pisa,Where,"Campanile, or freestanding bell tower, of the cathedral of the Italian city of Pisa"
Lake Como,Where,"Lake of glacial origin in Lombardy, Italy"
Lake Garda,Where,Largest lake in Italy
Trevi Fountain,Where,"Fountain in the Trevi district in Rome, Italy"
Piazza Navona,Where,"Public open space in Rome, Italy"
Villa Borghese,Where,"Landscape garden in Rome, containing a number of buildings, museums and attractions"
Grand Canal,Where,"Venice,Channel in Venice, Italy"
Capri,Where,"Island located in the Tyrrhenian Sea off the Sorrento Peninsula, on the south side of the Gulf of Naples in the Campania region of Italy"
Ischia,Where,Volcanic island in the Tyrrhenian Sea
Aeolian Islands,Where,Volcanic archipelago in the Tyrrhenian Sea north of Sicily
The Louvre Pyramid,Where,"Large glass and metal pyramid designed by Chinese-American architect I. M. Pei, surrounded by three smaller pyramids, in the main courtyard of the Louvre Palace in Paris"
Centre Pompidou,Where,"Complex building in the Beaubourg area of the 4th arrondissement of Paris, near Les Halles, the rue Montorgueil, and the Marais"
Montmartre,Where,Large hill in Paris's 18th arrondissement
Moulin Rouge,Where,"Cabaret in Paris, France"
Pigalle,Where,"Area in Paris, France, around the Place Pigalle, on the border between the 9th and the 18th arrondissements"
Le Marais,Where,"Historic district in Paris, France"
Latin Quarter,Where,"Paris,Area in the 5th and the 6th arrondissements of Paris"
Place de la Concorde,Where,"One of the major public squares in Paris, France"
Place Charles de Gaulle,Where,"Large road junction in Paris, France, the meeting point of twelve straight avenues"
Loire Valley,Where,Region in central France
Carcassonne,Where,"Fortified city in the French department of Aude, in the region of Occitanie"
Verdon Gorge,Where,River canyon in southeastern France
British Museum,Where,"Public institution dedicated to human history, art and culture located in the Bloomsbury area of London"
National Gallery,Where,"London,Art museum in Trafalgar Square in the City of Westminster, in Central London"
Tate Modern,Where,Modern art gallery located in London
Tate Britain,Where,Art museum on Millbank in the City of Westminster in London
Victoria and Albert Museum,Where,"World's largest museum of applied and decorative arts and design, as well as sculpture, housing a permanent collection of over 2.27 million objects"
Natural History Museum,Where,"London,Natural history museum that exhibits a vast range of specimens from various segments of natural history"
Science Museum,Where,"London,Major museum on Exhibition Road in South Kensington, London"
Imperial War Museum,Where,"London,National museum organisation with branches at five locations in England, three of which are in London"
Cutty Sark,Where,British clipper ship
Shakespeare's Globe,Where,"Reconstruction of the Globe Theatre, an Elizabethan playhouse for which William Shakespeare wrote his plays, in the London Borough of Southwark"
Westminster Abbey,Where,"Large, mainly Gothic abbey church in the City of Westminster, London"
St. Paul's Cathedral,Where,Anglican cathedral in London and is the seat of the Bishop of London
Houses of Parliament,Where,"Meeting place for both the House of Commons and the House of Lords, the two houses of the Parliament of the United Kingdom"
Big Ben,Where,Great Bell of the striking clock at the north end of the Palace of Westminster in London
London Eye,Where,Cantilevered observation wheel on the South Bank of the River Thames in London
Tower Bridge,Where,"Combined bascule and suspension bridge in London, built between 1886 and 1894"
Trafalgar Square,Where,"Public square in the City of Westminster, Central London"
Piccadilly Circus,Where,Road junction and public space of London's West End in the City of Westminster
Leicester Square,Where,Pedestrianised square in the West End of London
Covent Garden,Where,"District in London, on the eastern fringes of the West End"
Notting Hill,Where,"District of West London, England, in the Royal Borough of Kensington and Chelsea"
Camden Market,Where,"Collection of retail markets in Camden Town, London"
Hyde Park,Where,"London,Major park in Central London"
Whitby Abbey,Where,"Ruined Benedictine abbey sited on the East Cliff above Whitby in North Yorkshire, England"
Isle of Wight,Where,Island and county in the English Channel
Land's End,Where,"Headland and holiday complex in western Cornwall, England"
The Lizard,Where,"Peninsula in southern Cornwall, England"
Jurassic Coast,Where,World Heritage Site on the English Channel coast of southern England
The Needles,Where,"Row of three stacks of chalk that rise about 30m out of the sea off the western extremity of the Isle of Wight, England"
White Cliffs of Dover,Where,Cliffs which form part of the English coastline facing the Strait of Dover and France
Seven Sisters,Where,"Sussex,Series of chalk sea cliffs on the English Channel coast"
South Downs,Where,Range of chalk hills that extends for about 260 square miles across the south-eastern coastal counties of England
Cardiff Castle,Where,"Medieval castle and Victorian Gothic revival mansion located in the city centre of Cardiff, Wales"
Loch Lomond,Where,Freshwater Scottish loch which crosses the Highland Boundary Fault
Ben Nevis,Where,Highest mountain in the British Isles
Isle of Skye,Where,Largest and northernmost of the major islands in the Inner Hebrides of Scotland
Urquhart Castle,Where,Ruined castle that sits beside Loch Ness in the Highlands of Scotland
Stirling Castle,Where,One of the largest and most important castles in Scotland
Royal Mile,Where,Succession of streets forming the main thoroughfare of the Old Town of the city of Edinburgh in Scotland
Princes Street,Where,"One of the major thoroughfares in central Edinburgh, Scotland"
Calton Hill,Where,"Hill in central Edinburgh, Scotland"
Arthur's Seat,Where,"Edinburgh,Extinct volcano which is the main peak of the group of hills in Edinburgh, Scotland"
Scottish National Gallery,Where,National art gallery of Scotland
Temple Bar,Where,"Dublin,Area on the south bank of the River Liffey in central Dublin, Ireland"
Grafton Street,Where,One of the two principal shopping streets in Dublin's city centre
O'Connell Street,Where,Dublin's main thoroughfare
Phoenix Park,Where,"Urban park in Dublin, Ireland"
Belfast City Hall,Where,"Civic building of Belfast City Council located in Donegall Square, Belfast, Northern Ireland"
Canals of Amsterdam,Where,"Over 100 kilometres of canals, about 90 islands and 1,500 bridges"
Grand Place,Where,"Central square of Brussels, Belgium"
Manneken Pis,Where,Landmark small bronze sculpture in central Brussels
Canals of Bruges,Where,"Series of canals in the city of Bruges, Belgium"
Luxembourg Gardens,Where,"Paris,Public park in Paris, France"
Adolphe Bridge,Where,"Double-decked arch bridge in Luxembourg City, in southern Luxembourg"
Berlin Wall,Where,Guarded concrete barrier that physically and ideologically divided Berlin from 1961 to 1989
Brandenburg Gate,Where,18th-century neoclassical monument in Berlin
Checkpoint Charlie,Where,Best-known Berlin Wall crossing point between East Berlin and West Berlin during the Cold War
Berliner Dom,Where,Protestant church and dynastic tomb on the Museum Island in Berlin
Fernsehturm Berlin,Where,"Television tower in central Berlin, Germany"
Tiergarten,Where,"Berlin's most popular inner-city park, located completely in the district of the same name"
Charlottenburg Palace,Where,Largest palace in Berlin
Heidelberg Castle,Where,Ruin in Germany and landmark of Heidelberg
Old Bridge,Where,"Heidelberg,Arch bridge in Heidelberg that crosses the Neckar river"
Cologne Cathedral,Where,"Cathedral in Cologne, North Rhine-Westphalia, Germany"
Miniatur Wunderland,Where,"Model railway and miniature airport attraction in Hamburg, Germany"
Reeperbahn,Where,"Street and entertainment district in Hamburg's St. Pauli district, one of the two centres of Hamburg's nightlife and also the city's major red-light district"
Sylt,Where,"Island in northern Germany, part of Nordfriesland district, Schleswig-Holstein, and well known for the distinctive shape of its shoreline"
Lake Constance,Where,"Lake on the Rhine at the northern foot of the Alps, and consists of three bodies of water"
St. Stephen's Cathedral,Where,"Vienna,Mother church of the Roman Catholic Archdiocese of Vienna and the seat of the Archbishop of Vienna"
Belvedere Palace,Where,"Historic building complex in Vienna, Austria"
Vienna State Opera,Where,"Austrian opera house and opera company based in Vienna, Austria"
Prater,Where,Large public park in Vienna's 2nd district
The Little Mermaid,Where,"Copenhagen,Bronze statue by Edvard Eriksen, depicting a mermaid becoming human"
Nyhavn,Where,"17th-century waterfront, canal and entertainment district in Copenhagen, Denmark"
Rosenborg Castle,Where,"Renaissance castle located in Copenhagen, Denmark"
Legoland Billund,Where,"Theme park in Billund, Denmark"
Gamla Stan,Where,"Old town of Stockholm, Sweden"
Vasa Museum,Where,"Maritime museum in Stockholm, Sweden"
Stockholm Palace,Where,Official residence and major royal palace of the Swedish monarch
Drottningholm Palace,Where,Private residence of the Swedish royal family
Helsinki Cathedral,Where,"Finnish Evangelical Lutheran cathedral of the Diocese of Helsinki, located in the neighbourhood of Kruununhaka in the centre of Helsinki, Finland"
Suomenlinna,Where,Inhabited sea fortress built on eight islands about 4 km southeast of the city centre of Helsinki
Golden Circle,Where,"Iceland,Tourist route in southern Iceland"
Geysir,Where,"Sometimes known as The Great Geysir, is a geyser in southwestern Iceland"
Acropolis Museum,Where,Archaeological museum focused on the findings of the archaeological site of the Acropolis of Athens
Plaka,Where,"Old historical neighborhood of Athens, clustered around the northern and eastern slopes of the Acropolis"
Monastiraki,Where,"Flea market neighborhood in the old town of Athens, Greece"
Syntagma Square,Where,Central square of Athens
Panathenaic Stadium,Where,"Multi-purpose stadium in Athens, Greece"
Mykonos,Where,"Greek island, part of the Cyclades, lying between Tinos, Syros, Paros and Naxos"
Naxos,Where,"Greek island in the South Aegean, the largest of the Cyclades"
Paros,Where,Greek island in the Aegean Sea best known for its beaches and traditional villages
Ios,Where,Greek island in the Cyclades group in the Aegean Sea
Corfu,Where,Greek island in the Ionian Sea
Zakynthos,Where,Greek island in the Ionian Sea
Thessaloniki,Where,Greek port city on the Thermaic Gulf of the Aegean Sea
Saint Basil's Cathedral,Where,Orthodox church in Red Square in Moscow
Bolshoi Theatre,Where,"Historic theatre in Moscow, Russia"
Tretyakov Gallery,Where,"Art gallery in Moscow, Russia"
Abuja,Where,Capital of Nigeria
Accra,Where,Capital of Ghana
Adelaide,Where,Australian state
Alabama,Where,US state
Alaska,Where,US state
Albania,Where,European country
Alberta,Where,Canadian province
Algeria,Where,African country
Algiers,Where,Capital of Algeria
Arctic,Where,Polar region
Argentina,Where,South American country
Austria,Where,European country
Belgium,Where,European country
Bosnia and Herzegovina,Where,European country
Botswana,Where,African country
Brasilia,Where,Capital of Brazil
Brazil,Where,South American country
Brisbane,Where,City in Australia
Brunei,Where,Asian country
California,Where,US state
Cambodia,Where,Asian country
Canada,Where,North American country
Caribbean,Where,Region in the Americas
Chicago,Where,US city
China,Where,Asian country
Colombia,Where,South American country
Colorado,Where,US state
Croatia,Where,European country
Czech Republic,Where,European country
Delaware,Where,US state
Denmark,Where,European country
Egypt,Where,African country
England,Where,Country of the UK
Ethiopia,Where,African country
Florida,Where,US state
France,Where,European country
Germany,Where,European country
Ghana,Where,African country
Greece,Where,European country
Guatemala,Where,North American country
Guinea,Where,African country
Guyana,Where,South American country
Haiti,Where,North American country
Harare,Where,Capital of Zimbabwe
Himalayas,Where,Mountain range in Asia
Ho Chi Minh City,Where,City in Vietnam
Honduras,Where,North American country
Hungary,Where,European country
Idaho,Where,US state
Illinois,Where,US state
India,Where,Asian country
Indonesia,Where,Asian country
Iran,Where,Asian country
Iraq,Where,Asian country
Israel,Where,Asian country
Italy,Where,European country
Japan,Where,Asian country
Kenya,Where,African country
Kilimanjaro,Where,Mountain in Tanzania
Kinshasa,Where,City in DR Congo
Kolkata,Where,City in India
Kosovo,Where,European country
Kuwait,Where,Asian country
Lagos,Where,City in Nigeria
Latin America,Where,Region in the Americas
Las Vegas,Where,US city
Malawi,Where,African country
Malaysia,Where,Asian country
Mali,Where,African country
Manitoba,Where,Canadian province
Mexico,Where,North American country
Miami,Where,US city
Michigan,Where,US state
Minnesota,Where,US state
Mississippi,Where,US state
Missouri,Where,US state
Montana,Where,US state
Montreal,Where,Canadian city
Mumbai,Where,City in India
Nassau,Where,Capital of Bahamas
Netherlands,Where,European country
Nevada,Where,US state
New Jersey,Where,US state
New South Wales,Where,Australian state
New Zealand,Where,Oceanian country
Nigeria,Where,African country
North Carolina,Where,US state
North Dakota,Where,US state
North Korea,Where,Asian country
Northern Ireland,Where,Country of the UK
Norway,Where,European country
Ohio,Where,US state
Osaka,Where,City in Japan
Pennsylvania,Where,US state
Peru,Where,South American country
Poland,Where,European country
Portugal,Where,European country
Pretoria,Where,Capital of South Africa
Qatar,Where,Asian country
Quebec,Where,Canadian province
Queensland,Where,Australian state
Rhode Island,Where,US state
Russia,Where,Transcontinental country (Europe/Asia)
Rwanda,Where,African country
San Francisco,Where,US city
Sao Paulo,Where,City in Brazil
Scotland,Where,Country of the UK
Senegal,Where,African country
Serbia,Where,European country
Shanghai,Where,City in China
Somalia,Where,African country
South Dakota,Where,US state
South Korea,Where,Asian country
South Sudan,Where,African country
Spain,Where,European country
Sudan,Where,African country
Sweden,Where,European country
Switzerland,Where,European country
Sydney Harbour Bridge,Where,"Bridge in Sydney, Australia"
Syria,Where,Asian country
Taipei,Where,Capital of Taiwan
Tanzania,Where,African country
Tel Aviv,Where,City in Israel
Tennessee,Where,US state
Texas,Where,US state
Thailand,Where,Asian country
Turkey,Where,Asian country
Ukraine,Where,European country
United Kingdom,Where,European country
United States,Where,North American country
Victoria,Where,Australian state
Wales,Where,Country of the UK
Western Australia,Where,Australian state
Eiffel Tower,Where,Iconic structure in Paris
Gotye,Who,Belgian-Australian musician; 'Somebody That I Used to Know'
King Charles III,Who,Current King of the United Kingdom and Australia
Kim Il-sung,Who,North Korean founder  
Clovis I,Who,First King of the Franks  
Napoleon III,Who,Emperor of France (Napoleon's nephew)  
Max Weber,Who,German sociologist  
Leonhard Euler,Who,Prolific Swiss mathematician  
Fiona Wood,Who,Plastic surgeon known for her 'spray-on skin' invention
Cameron Smith,Who,NRL legend; Most games played in history
Gary Ablett Jr.,Who,Dual Brownlow Medalist in AFL
Dustin Martin,Who,Three-time Norm Smith Medalist in AFL
Warwick Thornton,Who,Indigenous Australian film director; 'Samson and Delilah'
Geoffrey Gurrumul Yunupingu,Who,Blind Indigenous Australian musician
Alan Bond,Who,Australian businessman famous for winning the America's Cup
Richard Flanagan,Who,Australian novelist; Booker Prize winner for 'The Narrow Road to the Deep North'
Patrick White,Who,Australian Nobel laureate in Literature
Patricia Piccinini,Who,Australian artist known for her hyperrealistic sculptures
Pol Pot,Who,Leader of the Khmer Rouge in Cambodia
Jackson Pollock,Who,American painter and a major figure in the abstract expressionist movement
Le Corbusier,Who,Swiss-French architect and pioneer of modern architecture
Valentina Tereshkova,Who,First woman to have flown in space
Nikola Tesla,Who,Serbian-American inventor and electrical engineer
Guglielmo Marconi,Who,"Italian inventor, known for his work on long-distance radio transmission"
George Soros,Who,Hungarian-American billionaire investor and philanthropist
Henry Clay Frick,Who,"American industrialist, financier, and art patron"
Stephen Girard,Who,French-American philanthropist and banker
Marie Stopes,Who,"British author, palaeobotanist, and campaigner for eugenics and women's rights"
Dian Fossey,Who,American primatologist and conservationist
Wangari Maathai,Who,"Kenyan social, environmental, and political activist, Nobel laureate"
Empress Wu Zetian,Who,The only female emperor of China
Mona Hatoum,Who,Palestinian multimedia and installation artist who lives in London
Wangechi Mutu,Who,Kenyan-born American visual artist
Njideka Akunyili Crosby,Who,Nigerian-born visual artist working in Los Angeles
Ragnar Lodbrok,Who,Legendary Viking leader  
Umar ibn al-Khattab,Who,Second Caliph of Islam  
Giordano Bruno,Who,Italian philosopher (martyr)  
Marcus Aurelius,Who,Roman philosopher-emperor  
Nebuchadnezzar II,Who,King of Babylon  
Democritus,Who,Ancient atomic theory philosopher  
Rosalind Franklin,Who,DNA double-helix researcher  
Mencius,Who,Chinese Confucian philosopher  
Tony Abbott,Who,Australian Prime Minister (2013-2015)
Malcolm Turnbull,Who,Australian Prime Minister (2015-2018)
Peter Dutton,Who,Current Australian Leader of the Opposition
Rolf Harris,Who,Disgraced Australian entertainer and artist
Jane Campion,Who,"New Zealand director, first woman to win the Palme d'Or"
Poh Ling Yeow,Who,Malaysian-born Australian artist and celebrity chef
Clive Robertson,Who,Iconic Australian radio and television broadcaster
Arthur Phillip,Who,First Governor of New South Wales
Charles Bean,Who,Australia's official historian of World War I
Frank Gehry,Who,Canadian-born American architect
Jack Ma,Who,"Chinese business magnate, co-founder of Alibaba Group"
Carlos Slim,Who,Mexican business magnate
Bernard Arnault,Who,"French business magnate, chairman of LVMH"
Amancio Ortega,Who,"Spanish billionaire businessman, founder of Inditex (Zara)"
Larry Ellison,Who,"American business magnate, co-founder of Oracle Corporation"
Charles Koch,Who,"American billionaire businessman, co-owner of Koch Industries"
David Koch,Who,"American businessman, philanthropist, and political activist"
Saladin,Who,Muslim military leader  
Constantine the Great,Who,First Christian Roman Emperor  
Charles V,Who," Holy Roman Emperor,Holy Roman Emperor  "
Martin Van Buren,Who,8th US President  
Caligula,Who,Roman emperor (cruel)  
Franz Joseph I of Austria,Who,Austrian Emperor  
Francisco Franco,Who,Spanish dictator  
Nikita Khrushchev,Who,Soviet leader (Cold War)  
Averroes,Who,Andalusian Muslim philosopher  
Enrico Fermi,Who,Nuclear reactor pioneer  
Sachin Tendulkar,Who,Indian cricket legend  
Georg W. F. Hegel,Who,German philosopher  
Justinian I,Who,Byzantine emperor  
Henrik Ibsen,Who,Norwegian playwright  
Heraclitus,Who,Greek philosopher  
Empress Elisabeth of Austria,Who,Austrian Empress (Sisi)  
Herodotus,Who,Greek Father of History
Pontius Pilate,Who,Roman governor (Jesus's trial)  
Mary I of England,Who,Queen of England (Bloody Mary)  
William Wallace,Who,Braveheart Scottish hero  
Erwin Rommel,Who,German WWII general - Desert Fox
Kublai Khan,Who,Founder of China's Yuan dynasty  
Pope Benedict XVI,Who,Pope (2005-2013)  
Anne Boleyn,Who,Henry VIII second wife  
James Cook,Who,Explored Australia & New Zealand 
Paul the Apostle,Who,Christian apostle  
Sophocles,Who,Greek tragedian  
Maria Theresa,Who,Austrian empress  
Maria Montessori,Who,Pioneering educator  
Michael Schumacher,Who,Formula One champion  
Vasco da Gama,Who,Portuguese explorer  
Adam Smith,Who,Scottish economist  
Carl Linnaeus,Who,Swedish botanist  
Nostradamus,Who,French astrologer  
Vlad the Impaler,Who,Inspiration for Dracula  
Omar Khayyam,Who,Persian poet & astronomer  
Pocahontas,Who,Native American figure  
Ivan the Terrible,Who,First Tsar of Russia  
Frederick the Great,Who,Prussian king (Enlightenment)  
John Howard,Who,Australian Prime Minister (1996-2007)
Shane Warne,Who,Legendary Australian leg-spin cricketer
Paul Keating,Who,Australian Prime Minister (1991-1996) known for his wit
Julia Gillard,Who,Australia's first female Prime Minister
Bob Hawke,Who,Australian Prime Minister (1983-1991); Loved beer and sport
Geoffrey Rush,Who,Australian actor; Played Captain Barbossa in 'Pirates of the Caribbean'
Kevin Rudd,Who,"Australian Prime Minister; Said ""Sorry"" to the Stolen Generations"
Ash Barty,Who,Australian tennis player; Won Wimbledon in 2021
Adam Goodes,Who,AFL legend and 2014 Australian of the Year
Paul Kelly,Who,Iconic Australian singer-songwriter; 'How to Make Gravy'
Fred Hollows,Who,Ophthalmologist who worked to restore eyesight
Gina Rinehart,Who,Australian mining magnate and billionaire
Tim Minchin,Who,"Australian comedian, actor, and musician"
Peter Garrett,Who,Lead singer of Midnight Oil and former politician
Rupert Murdoch,Who,Australian-born global media mogul
Nick Cave,Who,Australian musician; Frontman of The Bad Seeds
Gough Whitlam,Who,Australian Prime Minister dismissed in 1975
Pat Rafter,Who,Australian tennis player; Two-time US Open champion
Robert Menzies,Who,Australia's longest-serving Prime Minister
Daniel Johns,Who,Lead singer of Australian band Silverchair
Ita Buttrose,Who,Legendary Australian media editor and businesswoman
Grace Tame,Who,2021 Australian of the Year and advocate
Andrew Forrest,Who,Australian businessman and philanthropist; 'Twiggy'
Martin Luther King Jr.,Who,Leader of the American civil rights movement
Winston Churchill,Who,British Prime Minister during World War II
Steven Spielberg,Who,"Legendary film director; 'Jaws', 'E.T.', 'Jurassic Park'"
Marie Curie,Who,Pioneering physicist and chemist; Discovered radium
Charles Darwin,Who,Naturalist; Developed the theory of evolution
Isaac Newton,Who,Scientist who formulated the laws of motion and universal gravitation
Vincent van Gogh,Who,Dutch post-impressionist painter; 'Starry Night'
Pablo Picasso,Who,Spanish artist; Co-founded the Cubist movement
George Orwell,Who,Author of '1984' and 'Animal Farm'
Jane Austen,Who,English novelist; Wrote 'Pride and Prejudice'
Julius Caesar,Who,Roman general and statesman
Napoleon Bonaparte,Who,French military leader and emperor
Cleopatra,Who,The last active ruler of the Ptolemaic Kingdom of Egypt
Mahatma Gandhi,Who,Leader of India's independence movement
Tiger Woods,Who,Dominant American professional golfer
Serena Williams,Who,American tennis player; 23 Grand Slam singles titles
Quentin Tarantino,Who,"American film director; 'Pulp Fiction', 'Kill Bill'"
Xi Jinping,Who,General Secretary of the Chinese Communist Party
Justin Trudeau,Who,Prime Minister of Canada
Volodymyr Zelenskyy,Who,President of Ukraine
Stephen Hawking,Who,Theoretical physicist and author of 'A Brief History of Time'
Anthony Albanese,Who,Current Australian Prime Minister
Penny Wong,Who,Current Australian Minister for Foreign Affairs
Ricky Ponting,Who,Former Australian cricket captain
Adam Gilchrist,Who,Legendary Australian wicketkeeper-batsman
